Category,Restaurant Address,Restaurant Name,Restaurant Price Range,Restaurant Latitude,Restaurant Longitude,Review Rate
Mexican,"651 College St
Toronto, ON M4W 1A7",Burrito Time,NA,43.654997,-79.415961,1.3
Mexican,"86 Queen Street East
Toronto, ON M5C 1S1",Toucan Taco Bar,NA,43.653465,-79.374427,1.2
Mexican,"3583 Sheppard Ave E
Suite 360
Toronto, ON M1T 3K8",Fat Bastard Burrito,NA,43.780282,-79.298911,4.3
Mexican,"371 King St W
Toronto, ON M5V 1K1",Bandido’s Mexican Restaurant,NA,43.645662,-79.392837,4.1
Mexican,"555 Dundas St W
Toronto, ON M5T 1H4",Lizzie’s Mexican Fiesta,NA,43.652493,-79.399998,3.7
Mexican,"Seraton Centre
123 Queen Street W
Toronto, ON M5H 3M9",Quesada Burritos & Tacos,NA,43.651395,-79.383072,0.1
Mexican,"1780 Markham Road
Toronto, ON M1B 2W2",Mucho Burrito,$11-30,43.795445,-79.23981,0.1
Mexican,"1338 Kennedy Road
Toronto, ON M1P 2L6",Taco bell,NA,43.760858,-79.27987,4.8
Mexican,"2674 Yonge Street
Toronto, ON M4N 2H7",Sugar Miracles,Under $10,43.716805,-79.400696,0.5
Mexican,"200 Wellington Street W
Toronto, ON M5V 3C7",Harvest Green,Under $10,43.645852,-79.387863,2.9
Mexican,"720 Bathurst Avenue
Toronto, ON M5S 2R4",CSI Cafe,NA,43.663189,-79.410814,4.4
Mexican,"100 Queen St W
Toronto, ON M5H 2N2",Paramontino,NA,43.653516,-79.384061,2.4
Mexican,"RioCan Scarborough Centre
2000 Eglinton Avenue E
Toronto, ON M1L 2M6",Mucho Buritto,NA,43.728917,-79.28329,2.7
Mexican,"69 Duncan Street
Toronto, ON M5V 2C5",MR. Burrito Plus,Under $10,43.649741,-79.389116,1.9
Mexican,"Toronto, ON",Orly Grill,NA,43.760721,-79.415333,0.7
Mexican,"244 Jane Street
Toronto, ON M6S 3Y8",Campo,$11-30,43.655118,-79.486959,2.1
Mexican,"200 Wellington Street W
Toronto, ON M5V 3C7",Harvest Green,Under $10,43.645852,-79.387863,3.5
Mexican,"872 Bloor Street W
Toronto, ON M6G 1M5",La Bella Managua,$11-30,43.662231,-79.42499,3.4
Mexican,"25 The W Mall
Unit F012
Toronto, ON M9C 1B8",Chipotle Mexican Grill,NA,43.612982,-79.558354,2.8
Mexican,"406 Dupont Street
Toronto, ON M5R 1V9",Nord Bistro,NA,43.6739,-79.41147,2.5
Mexican,"872 Bloor Street W
Toronto, ON M6G 1M5",La Bella Managua,$11-30,43.662231,-79.42499,4.1
Mexican,"406 Dupont Street
Toronto, ON M5R 1V9",Nord Bistro,NA,43.6739,-79.41147,5
Mexican,"244 Jane Street
Toronto, ON M6S 3Y8",Campo,$11-30,43.655118,-79.486959,1.5
Mexican,"872 Bloor Street W
Toronto, ON M6G 1M5",La Bella Managua,$11-30,43.662231,-79.42499,3
Thai,"3032 Dundas Street W
Toronto, ON M6P 1Z3",The Friendly Thai,$11-30,43.665666,-79.470494,0.2
Thai,"18 Duncan Street
Toronto, ON M5H 3G8",Pai Northern Thai Kitchen,$11-30,43.647866,-79.388642,4.2
Thai,"11 Charlotte Street
Toronto, ON M5V 2H5",Khao San Road,$11-30,43.646411,-79.39348,3.5
Thai,"1744 Victoria Park Avenue
Toronto, ON M1R 1R4",Jatujak,$11-30,43.736122,-79.307335,2.3
Thai,"534 Church Street
Toronto, ON M4Y",Si Lom Thai Bistro,$11-30,43.665007,-79.380811,3.9
Thai,"81 Bloor Street E
Toronto, ON M4W 1A9",Sabai Sabai Kitchen and Bar,$11-30,43.670453,-79.384722,0.2
Thai,"274 Parliament Street
Toronto, ON M5A 3A4",Sukho Thai,$11-30,43.658405,-79.365754,2.3
Thai,"3583 Lake Shore Blvd W
Toronto, ON M8W 1P5",Khao Gaeng,$11-30,43.594089,-79.534328,4.5
Thai,"4704 Yonge Street
Toronto, ON M2N 5M4",EAT BKK Thai Kitchen,$11-30,43.759247,-79.41076,3
Thai,"1262 Danforth Avenue
Toronto, ON M4J 1M6",Sala Modern Thai Kitchen & Bar,$11-30,43.681999,-79.330737,0.8
Thai,"3561 Sheppard E
Toronto, ON M1T 3K7",Kub Khao Thai Eatery,$11-30,43.780223,-79.299822,4.1
Thai,"82 Ontario Street
Toronto, ON M5A 2V3",Mengrai Thai,$11-30,43.654071,-79.367148,1.7
Thai,"326 Adelaide Street W
Toronto, ON M5V 1R3",Kiin,$31-60,43.647622,-79.3921,1.3
Thai,"709 Mount Pleasant Road
Toronto, ON M4S 2N4",Bolan Thai Cuisine,$11-30,43.706481,-79.389336,1.1
Thai,"2326 Queen Street E
Toronto, ON M4E 1G9",Pattaya Thai Kitchen,$11-30,43.673754,-79.282738,1.5
Thai,"578 Yonge Street
Toronto, ON M4Y 1Z3",Thai Fantasy,$11-30,43.66512,-79.384809,0.9
Thai,"4 Gladstone Avenue
Toronto, ON M6J 3K6",Lao Thai Restaurant,$11-30,43.642792,-79.427495,2.1
Thai,"412 Spadina Ave
Toronto, ON M5T",Thai Country Kitchen,Under $10,43.656162,-79.399722,3.6
Thai,"2451 Lakeshore Boulevard W
Toronto, ON M8V 1C5",Nimman Thai Cuisine,$11-30,43.613485,-79.489297,1.5
Thai,"52 Wellington Street E
Toronto, ON M5E 1C9",Sukho Thai,$11-30,43.648561,-79.374564,2.1
Thai,"446 Parliament Street
Toronto, ON M5A 3A2",Silk Restaurant,$11-30,43.663435,-79.367789,2.4
Thai,"467 Bloor Street W
Toronto, ON M5S 1X9",Thai Basil,$11-30,43.665907,-79.406693,3.9
Thai,"370 Yonge Street
Toronto, ON M5B 1S5",Thai On Yonge,$11-30,43.65855,-79.382072,4.6
Thai,"150 Avenue Rd
Toronto, ON M5R 2H8",Bua Thai Restaurant,$11-30,43.67485,-79.396803,1.6
Thai,"2961 Dundas Street W
Toronto, ON M6P 1Z2",Isaan Der,$11-30,43.665286,-79.467939,1.1
Thai,"1018 St Clair Avenue W
Toronto, ON M6E 1A4",Khmer Thai Restaurant,$11-30,43.679295,-79.437854,3.1
Thai,"370 Yonge Street
Toronto, ON M5B 1S5",Thai On Yonge,$11-30,43.65855,-79.382072,3.1
Thai,"3243 Yonge Street
Toronto, ON M4N 2L5",Lime Asian Kitchen,$11-30,43.728954,-79.403099,1.8
Thai,"1466 Kingston Road
Toronto, ON M1N 1R6",Jatujak,$11-30,43.68838,-79.270016,4.5
Thai,"660 Eglinton Avenue E
Unit 120
Toronto, ON M4G 2K2",Siam Square Hut,$11-30,43.711768,-79.375816,4.4
Thai,"1442 Dundas Street W
Toronto, ON M6J 1Y6",Sukho Thai,$11-30,43.649711,-79.430286,0.6
Thai,"2550 Yonge Street
Toronto, ON M4P 2J2",Sorn Thai Restaurant,$11-30,43.713415,-79.400064,4.5
Thai,"1881 Yonge Street
Toronto, ON M4S 3C4",Thai Express,$11-30,43.697534,-79.396294,0.7
Thai,"785 Queen Street W
Toronto, ON M6J 1G1",Nana,$11-30,43.646218,-79.408004,1.3
Thai,"133 Roncesvalles Avenue
Toronto, ON M6R 2L2",Thai Home,$11-30,43.643127,-79.447794,2.5
Thai,"3192 Yonge Street
Toronto, ON M4N 2L1",Joy Thai Restaurant,$11-30,43.727957,-79.403154,4.4
Thai,"467 Bloor Street W
Toronto, ON M5S 1X9",Thai Basil,$11-30,43.665907,-79.406693,4.6
Thai,"570 Bloor Street W
Toronto, ON M6G 1K1",Real Thailand Restaurant,$11-30,43.665259,-79.411885,1.4
Thai,"738 Gerrard Street E
Toronto, ON M4M 1Y3",Bach Yen,Under $10,43.666689,-79.347532,4.4
Thai,"62 Vaughan Road
Toronto, ON M6G 2N2",Thai Noodle,$11-30,43.682322,-79.42001,3.2
Thai,"105 Church Street
Toronto, ON M5C 2G3",Golden Thai Restaurant,$11-30,43.652345,-79.375276,1.9
Thai,"2326 Danforth Ave
Toronto, ON M4C 1K7",Basil Thai Kitchen,$11-30,43.687183,-79.307054,0.3
Thai,"490 Front Street E
Toronto, ON M5A 1H7",Sukhothai,NA,43.653715,-79.354478,2
Thai,"3032 Dundas Street W
Toronto, ON M6P 1Z3",The Friendly Thai,$11-30,43.665666,-79.470494,2.4
Thai,"370 Yonge Street
Toronto, ON M5B 1S5",Thai On Yonge,$11-30,43.65855,-79.382072,0.2
Thai,"2013 Yonge St
Toronto, ON M4S 1Z8",Dee,NA,43.701032,-79.396751,2.7
Thai,"446 Parliament St
Toronto, ON M5A 3A2",SilkLounge Parliament,NA,43.663435,-79.367789,4.3
Thai,"517 Mount Pleasant Road
Toronto, ON M4S 2M4",Thai Spicy House,$11-30,43.701975,-79.387345,2.4
Thai,"441 Queen Street W
Toronto, ON M5V 2A5",Basil Box,$11-30,43.648775,-79.396104,4.2
Thai,"813 Queen Street W
Toronto, ON M6J",Thai Elephant,$11-30,43.646029,-79.409053,3.5
Thai,"340 Yonge Street
Toronto, ON M5B 1R8",Salad King Restaurant,$11-30,43.657648,-79.381728,3.9
Thai,"2907 Dundas Street W
Toronto, ON M6P 1Z1",Silk Thai Restaurant,$11-30,43.665319,-79.466283,4
Thai,"81 Street Clair Avenue E
Toronto, ON M4T 1M7",New Thai Restaurant,Under $10,43.688776,-79.390679,0.1
Thai,"1551 Dupont Street
Toronto, ON M6P 3S6",Thai Lime,$11-30,43.665112,-79.452663,4.3
Thai,"233 Roncesvalles Avenue
Toronto, ON M6R 2L6",Thai Chef Cuisine,$11-30,43.646182,-79.448872,3.6
Thai,"641 Dupont Street
Toronto, ON M6G 1Z4",Thai Mango,NA,43.671675,-79.420783,4.9
Thai,"387 King Street W
Toronto, ON M5V 1K1",Thai Princess,$11-30,43.645649,-79.39345,3.3
Thai,"1225 Dundas Street E
Toronto, ON M5R 3L2",Corner By Spoon And Fork,Under $10,43.67101,-79.394447,0.3
Thai,"243 Carlton Street
Toronto, ON M5A 2L2",Thai Room,$11-30,43.664241,-79.368106,2.6
Thai,"986 Coxwell Avenue
Toronto, ON M4C 3G5",Little Coxwell Vietnamese & Thai Cuisine,$11-30,43.696175,-79.329092,2.6
Thai,"2063 Danforth Avenue
Toronto, ON M4C",Thai Room,$11-30,43.685475,-79.313143,1.8
Thai,"1675 Bloor St W
Toronto, ON M6P 1A6",The Thai Cuisine,$11-30,43.655252,-79.456726,4.3
Thai,"92 Harbord Street
Toronto, ON M5S 1G5",River Tai Restaurant,Under $10,43.662982,-79.403069,4.2
Thai,"1122 Wilson Avenue
Toronto, ON M3M 1G7",Hung Long Restaurant,Under $10,43.726661,-79.483478,1.4
Thai,"2213 Queen Sreet E
Toronto, ON M4E 1E8",Thai House Cuisine,$11-30,43.670746,-79.2961,2.2
Thai,"467 Bloor Street W
Toronto, ON M5S 1X9",Thai Basil,$11-30,43.665907,-79.406693,2.4
Thai,"370 Yonge Street
Toronto, ON M5B 1S5",Thai On Yonge,$11-30,43.65855,-79.382072,1.6
Thai,"250 Queens Quay W
Toronto, ON M5J 2N2",Spice Thai Cafe,$11-30,43.639422,-79.384987,2.9
Thai,"1468 Victoria Park Avenue
Toronto, ON M4A 2M2",Yummy Garden,$11-30,43.722483,-79.30202,4.9
Thai,"471 Danforth Ave
Toronto, ON M4K 1P1",Mong-Kut Thai,$11-30,43.677782,-79.350033,3.4
Thai,"171 E Liberty Street
Toronto, ON M6K 3P6",Thai Room Liberty Village,$11-30,43.6387,-79.417724,1.4
Thai,"18 Elm Street
Toronto, ON M5G 1G7",Bangkok Garden Restaurant,$11-30,43.657829,-79.38276,3.6
Thai,"669 King Street W
Toronto, ON M5V 1M9",Coco Rice Thai Cuisine,$11-30,43.643782,-79.402997,1.3
Thai,"43 Milner Avenue
Toronto, ON M1S 3P8",Thai Room,$11-30,43.783657,-79.253112,3.2
Thai,"351 Yonge Street
Toronto, ON M5B 1S1",Basil Box,$11-30,43.657838,-79.381519,1.5
Thai,"208 Queen Street W
Toronto, ON M5V 1Z2",Queen Mother Cafe,$11-30,43.65038,-79.38913,0.5
Thai,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,Under $10,43.640353,-79.435923,4.9
Thai,"467 Bloor Street W
Toronto, ON M5S 1X9",Thai Basil,$11-30,43.665907,-79.406693,3.9
Thai,"370 Yonge Street
Toronto, ON M5B 1S5",Thai On Yonge,$11-30,43.65855,-79.382072,4.5
Thai,"2253 Bloor Street W
Toronto, ON M6S 1N8",Simply Thai Cuisine,$11-30,43.650676,-79.477559,2.7
Thai,"1881 Steeles Avenue W
Unit 2B
Toronto, ON M3H 4Y4",Thai Room,$11-30,43.786561,-79.468835,4
Thai,"256 Brown's Line
Toronto, ON M8W 3S2",Dong Gia Viet Thai Cuisine,$11-30,43.598418,-79.544101,1.2
Thai,"2463 Bloor Street W
Toronto, ON M6S 1P7",Patchmon’s Thai Desserts & More,$11-30,43.649084,-79.484868,3
Thai,"568 Sheppard Avenue W
Toronto, ON M3H 2R9",Summer House,$11-30,43.755557,-79.437795,3
Thai,"415 Parliament Street
Toronto, ON M5A 3A1",Urban Thai on Gerrard,NA,43.662469,-79.367011,0.8
Thai,"2120 Queen Street E
Toronto, ON M4L",Green Basil Restaurant,$11-30,43.670469,-79.298099,2.2
Thai,"1455 Gerrard Street E
Toronto, ON M4L 1Z9",Thai Restaurant,$11-30,43.67243,-79.321314,2.6
Thai,"170 Eglinton Avenue E
Toronto, ON M4P 1A6",Lime Asian Cuisine,$11-30,43.707821,-79.393124,1.1
Thai,"1059 Bloor St W
Toronto, ON M6H 1M3",Thai Green Chili,$11-30,43.660351,-79.432496,2.6
Thai,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,Under $10,43.640353,-79.435923,3.4
Thai,"467 Bloor Street W
Toronto, ON M5S 1X9",Thai Basil,$11-30,43.665907,-79.406693,3.4
Thai,"3032 Dundas Street W
Toronto, ON M6P 1Z3",The Friendly Thai,$11-30,43.665666,-79.470494,2.1
Thai,"3032 Dundas Street W
Toronto, ON M6P 1Z3",The Friendly Thai,$11-30,43.665666,-79.470494,1.4
Thai,"200 Front Street W
Toronto, ON M5V 3K2",Green Curry,Under $10,43.644936,-79.386151,3.1
Thai,"196 Augusta Avenue
Toronto, ON M5T 2L6",Hungary Thai Bar & Eatery Restaurant,$11-30,43.654321,-79.402084,3
Thai,"993 Kingston Road
Toronto, ON M4E 1T3",Tropical Thai Cuisine,$11-30,43.680574,-79.285611,3.8
Thai,"2404 Dufferin Street
Toronto, ON M6E 3S8",Thai Shan Inn,$11-30,43.696962,-79.451081,4
Thai,"1266 Danforth Avenue
Toronto, ON M4J 1M6",Red Chilli,$11-30,43.682045,-79.330586,3.4
Thai,"1630 Bayview Ave
Toronto, ON M4G 3B7",Lemongrass Restaurant,$11-30,43.70658,-79.375803,0.4
Thai,"141 Harbord St
Toronto, ON M5S 1H1",Flip Toss & Thai Kitchen,Under $10,43.662107,-79.406308,4.2
Thai,"333 Bay Street
Toronto, ON M5H 2R2",Thai Island,NA,43.650341,-79.380521,1.8
Thai,"175 Dundas Street W
Toronto, ON M5G 1C7",Evergreen Thai,$11-30,43.655013,-79.386337,0.9
Thai,"370 Yonge Street
Toronto, ON M5B 1S5",Thai On Yonge,$11-30,43.65855,-79.382072,3.7
Thai,"3032 Dundas Street W
Toronto, ON M6P 1Z3",The Friendly Thai,$11-30,43.665666,-79.470494,4.3
Thai,"467 Bloor Street W
Toronto, ON M5S 1X9",Thai Basil,$11-30,43.665907,-79.406693,3.7
Thai,"1178 The Queensway
Toronto, ON M8Z 1R5",Green Mango Express,$11-30,43.622065,-79.521842,3.9
Thai,"223 Roncesvalles Avenue
Toronto, ON M6R 2L6",The Friendly Thai,$11-30,43.645908,-79.448659,1.3
Thai,"5468 Dundas Street W
Toronto, ON M9B",Mekong River,Under $10,43.632397,-79.544434999999993,1.9
Thai,"271 Yonge Street
Toronto, ON M5B",Asian Bowl,$11-30,43.655365,-79.380313,2
Thai,"1572 Bayview Ave
Toronto, ON M4G 3B7",Satay On the Road,$11-30,43.705545,-79.375295,2.9
Thai,"414 Roncesvalles Avenue
Toronto, ON M6R 2N2",Vicky’s Fish & Chips,$11-30,43.651718,-79.451157,3.1
Thai,"2350 Yonge Street
Toronto, ON M4P 2E6",Star King Viet Thai Cuisine,$11-30,43.708503,-79.398916,2.9
Thai,"1521 Yonge Street
Unit 6
Toronto, ON M4T 1Z2",Mr Thai,$11-30,43.689609,-79.394409,2.6
Thai,"1218 Queen Street E
Toronto, ON M4M 1L7",The Friendly Thai,$11-30,43.663317,-79.330603,2.2
Thai,"791 King Street W
Toronto, ON M5V 1N4",Thai One On,$11-30,43.64294,-79.406839,4.7
Thai,"370 Yonge Street
Toronto, ON M5B 1S5",Thai On Yonge,$11-30,43.65855,-79.382072,0.5
Thai,"250 The E Mall
Toronto, ON M9B 3Y8",Green Mango Boys,Under $10,43.631965,-79.555253,2.9
Thai,"810 Bloor St W
Toronto, ON M6G 1L9",Thai Room,NA,43.662753,-79.422534,0.6
Thai,"3106 Lakeshore Boulevard W
Toronto, ON M8V 1L2",Roll & Thai,$11-30,43.599049,-79.513736,2.3
Thai,"69 Elm Street
Toronto, ON M5G 1H2",Matagali Restaurant,$11-30,43.657016,-79.384841,4.1
Thai,"1455 Gerrard Street E
Toronto, ON M4L 1Z9",Thai Boys,$11-30,43.672248,-79.321227,3.8
Thai,"638 College Street
Toronto, ON M6G 1B4",Urban Thai,$11-30,43.655067,-79.415451,4.6
Thai,"64B Queen Street E
Toronto, ON M5B 1Y4",TCJ Restaurant,$11-30,43.653327,-79.375561,4.5
Thai,"467 Bloor Street W
Toronto, ON M5S 1X9",Thai Basil,$11-30,43.665907,-79.406693,3.6
Thai,"4755 Leslie Street
Toronto, ON M2J 2L3",Bow Thai Restaurant,$11-30,43.778708,-79.363968,0.2
Thai,"150 King W
Toronto, ON M5X 2A2",Thai Express,$11-30,43.648066,-79.384504,2.2
Thai,"338 Jarvis Street
Toronto, ON M4Y 2G6",Thai Jasmine Restaurant,NA,43.662758,-79.377017,2.9
Thai,"414 College Street
Toronto, ON M5T 1T3",Green Room,Under $10,43.656823,-79.406764,1.5
Thai,"2300 Lawrence Ave E
Unit 11
Toronto, ON M1P 2K9",Golden Lobsters Chinese Hakka Restaurant,Under $10,43.74965,-79.277048,1
Thai,"1089 Weston Road
Toronto, ON M6N 3S3",Hua Tai Restaurant,Under $10,43.686095,-79.48738,1.6
Thai,"1 First Canadian Place
Mezzanine Level
Toronto, ON M5X 1C1",Ruby Thai,Under $10,43.648739,-79.38149,2
Thai,"865 York Mills
Unit 9
Toronto, ON M3B 1Y6",Spoon And Fork Plus,$11-30,43.754171,-79.349493,1.2
Thai,"651 College Street
Toronto, ON M6G 1B7",Shanee - Temp. CLOSED,$11-30,43.654827,-79.415946,4.9
Thai,"6307 Yonge Street
Toronto, ON M2M 5M4",EAT BKK Thai Kitchen & Bar,NA,43.795688,-79.419208,4
Thai,"1234 Yonge Street
Toronto, ON M4T 1W3",Wylie’s Restaurant,$11-30,43.682597,-79.392034,4.1
Thai,"630 St. Clair Ave W
Toronto, ON M6C 1A9",Thai,$11-30,43.682309,-79.42383,4.9
Thai,"500 Rexdale Blvd
Toronto, ON M9W 6K5",Thai Express,NA,43.719243,-79.599332,2.2
Thai,"2428 St Clair Avenue W
Toronto, ON M6N 1L2",Saigon Bangkok Restaurant,Under $10,43.669451,-79.482582,3.7
Thai,"109 McCaul Street
Toronto, ON M5T 3K5",Thai Bright,Under $10,43.654111,-79.391145,1.6
Thai,"55 University Ave
Toronto, ON M5J 2H7",Ing’s Thai Bowl,NA,43.646808,-79.383929,0.4
Thai,"810 Bloor Street
Toronto, ON M3H 5Y4",Thai Room,$11-30,43.786072,-79.469776,4.8
Thai,"785 Queen St W
Toronto, ON M6J 1E7",The Friendly Thai,$11-30,43.64609,-79.408264,0
Thai,"814 Dundas Street W
Toronto, ON M6J 1V3",Oxtail Pho & Banh Mi,$11-30,43.651809,-79.408937,4.5
Thai,"3032 Dundas Street W
Toronto, ON M6P 1Z3",The Friendly Thai,$11-30,43.665666,-79.470494,2.1
Thai,"370 Yonge Street
Toronto, ON M5B 1S5",Thai On Yonge,$11-30,43.65855,-79.382072,1.8
Thai,"395 Danforth Avenue
Toronto, ON M4K 1P1",Diners Thai,$11-30,43.677468,-79.351627,3.7
Thai,"580 Queen Street W
Toronto, ON M5V 2B5",Thai Express,NA,43.647371,-79.403728,4.8
Thai,"120 Bremner Boulevard
Toronto, ON M5J 0A8",Thai Express,Under $10,43.643001,-79.383354,3.1
Thai,"789 Warden Avenue
Toronto, ON M1L 4C2",Spring ‘N Fresh Rolls,Under $10,43.725998,-79.286755,0.6
Thai,"785 Queen St W
Toronto, ON M6J 1G1",Asian Monsoon,$11-30,43.64621,-79.408341,0.5
Thai,"1768 Street Clair Avenue W
Toronto, ON M6N 1J3",Pho Xua,NA,43.674157,-79.461274,0.2
Thai,"2070 Avenue Road
Toronto, ON M5M 4A4",Thai One On,$11-30,43.736413,-79.420521,2.7
Thai,"1500 Royal York Road
Unit 20 21
Toronto, ON M9P 3B6",Joyous Thai,$11-30,43.691946,-79.531593,0.4
Thai,"353 Danforth Ave
Toronto, ON M4K 1N7",Basil Express Restaurant,NA,43.677145,-79.352936,4
Thai,"467 Bloor Street W
Toronto, ON M5S 1X9",Thai Basil,$11-30,43.665907,-79.406693,2
Thai,"200 Wellington Street W
Toronto, ON M5V 3G2",California Thai,$11-30,43.645852,-79.387863,4.6
Thai,"961 Eglinton Ave W
Toronto, ON M6C 2C4",The Thai Grill,$31-60,43.700001,-79.429125,1.5
Thai,"181 Bay Street
Toronto, ON M5J 2V1",Thai Island - Brookfield Place,Under $10,43.646958,-79.378503,0.9
Thai,"2469 Bloor St W
Toronto, ON M6S",Thai Classic Cuisine,$11-30,43.6489,-79.484829,0.8
Thai,"414 Roncesvalles Avenue
Toronto, ON M6R 2J6",Sue’s Thai and Fish & Chips,NA,43.651674,-79.451362,2
Thai,"123 Queen Street West
Toronto, ON M5V 3M5",Thai Breeze,NA,43.643089,-79.393757,1.7
Thai,"519 Annette Street
Toronto, ON M6P 1S1",Westwood Grill,$11-30,43.659958,-79.47964,0.1
Thai,"21 St Clair Ave E
Toronto, ON M4T 1L8",Thai Express,Under $10,43.688186,-79.392944,0.6
Thai,"500 Queen St W
Toronto, ON M5V 2B3",The Friendly Thai,$11-30,43.647936,-79.401253,2.2
Thai,"467 Bloor Street W
Toronto, ON M5S 1X9",Thai Basil,$11-30,43.665907,-79.406693,4.3
Thai,"900 Don Mills Road
Unit 9
Toronto, ON M3C 1V6",Pho 88,$11-30,43.726898,-79.342072,2.2
Thai,"1176 Danforth Avenue E
Toronto, ON M4J 1M3",Green Lady,NA,43.681611,-79.332837,1.6
Thai,"1911 Ellesmere Rd
Toronto, ON M1H 2W5",Thai One On,$11-30,43.774043,-79.2412,0.3
Thai,"359 Eglinton Avenue W
Toronto, ON M5N 1A3",Kimono Japanese Grill & Sushi,$11-30,43.704184,-79.410031,4.6
Thai,"1830 The Queensway
Toronto, ON M9C 5H5",Fresh Rolls,$11-30,43.614992,-79.559314,4.6
Thai,"562 Kipling Avenue
Toronto, ON M8Z 5E7",Kumo Japanese Restaurant,$11-30,43.614473,-79.524631,0.3
Thai,"1316 Bloor St W
Toronto, ON M6H 1P2",Ciro’s,$11-30,43.658482,-79.44312,0.3
Thai,"TD Centre Foodcourt
100 Wellington Street W
Toronto, ON M5S",Thai Island,Under $10,43.648224,-79.383475,3.7
Thai,"Exchange Tower Food Court
130 King St W
Toronto, ON M5H",Thai Island,Under $10,43.648044,-79.383068,3.9
Thai,"546 Dundas Street W
Toronto, ON M5T 1H3",Kim Vietnamese Restaurant,Under $10,43.652774,-79.3994,3.1
Thai,"3032 Dundas Street W
Toronto, ON M6P 1Z3",The Friendly Thai,$11-30,43.665666,-79.470494,1.7
Thai,"467 Bloor Street W
Toronto, ON M5S 1X9",Thai Basil,$11-30,43.665907,-79.406693,2.1
Thai,"1512 Queen Street W
Toronto, ON M6R 1A1",Thai Chef Panda,$11-30,43.640239,-79.438454,2.8
Thai,"494 Queen St W
Toronto, ON M5V 2B3",Bangkok Paradise Restaurant,$11-30,43.647922,-79.401064,3.9
Thai,"1521 Yonge Street
Toronto, ON M4T 1Z2",Circle Thai Cuisine Restaurant,$11-30,43.689609,-79.394409,2.5
Thai,"218 Yonge Street,
Toronto, ON M5B 2H1",Thai Express,Under $10,43.655536,-79.380934,4.7
Thai,"500 Queen St W
Toronto, ON M5V",Thai Spring Roll,$11-30,43.647936,-79.401253,4
Thai,"10 Dundas Street E
Toronto, ON M5B 2G9",Spring Sushi,$11-30,43.65644,-79.380686,0.1
Thai,"105 The Pond Road
Unit R30
Toronto, ON M3J 2S5",Basil Box,NA,43.76987,-79.502041,1.3
Thai,"1512 Queen Street W
Toronto, ON M6R 1A1",The Family Thai,Under $10,43.640344,-79.43848,1.7
Thai,"444 Yonge St
Toronto, ON M5B 2H4",Thai Bowl,Under $10,43.661006,-79.383213,3.9
Thai,"1314 Queen Street W
Toronto, ON M6K 1L4",Guu Izakaya Toronto,$11-30,43.641867,-79.43109,0.4
Thai,"651 College Street
Toronto, ON M6G 1B7",Thai House Restaurant,NA,43.654827,-79.415946,1.4
Thai,"40 Dundas Street W
Toronto, ON M5G 2C2",Spring Rolls,$11-30,43.656339,-79.382401,2.6
Thai,"372 Yonge St
Toronto, ON M5B 1S6",Thai Express,Under $10,43.658724,-79.382266,4
Thai,"4700 Keele Street
Toronto, ON M3J 1P3",Thai Express,Under $10,43.774878,-79.494619,1.3
Thai,"415 Parliament St
Toronto, ON M5A 3A1",Asian Taste,NA,43.662469,-79.367011,2.7
Thai,"10 Dundas St E
Toronto, ON M5B",California Thai,Under $10,43.656729,-79.380718,2.2
Thai,"Yorkdale Shopping Centre
3401 Dufferin Street
Toronto, ON M6A 2T9",Thai Express,$11-30,43.726087,-79.453974,4.5
Thai,"260 Yonge Street
Toronto, ON M5B 2L9",Eaton Ruby Thai,Under $10,43.654661,-79.380565,3.8
Thai,"3032 Dundas Street W
Toronto, ON M6P 1Z3",The Friendly Thai,$11-30,43.665666,-79.470494,1.5
Thai,"200 Wellington Street W
Toronto, ON M5V 3C7",Harvest Green,Under $10,43.645852,-79.387863,4.4
Thai,"505 University Ave
Toronto, ON M5G",Thai Express,$11-30,43.655835,-79.38813,3.6
Thai,"524 Bloor St W
Toronto, ON M5S 1Y3",Royal Thai Restaurant,NA,43.665307,-79.410892,3.5
Thai,"2061 Steeles Ave W
Toronto, ON M3J 3N2",Thai Express,NA,43.78638,-79.472799,3.5
Thai,"418 Horner Avenue
Toronto, ON M8W 2A4",Jia Thai Restaurant,NA,43.603807,-79.53645,3.4
Thai,"863 St Clair Avenue W
Toronto, ON M6C 1C4",Vanipha Enterprises,NA,43.679888,-79.43293,0.5
Thai,"3300 Bloor St W
Toronto, ON M8X 1E9",Thai Express,$11-30,43.64499,-79.522313,2.1
Thai,"7 Progress Avenue
Toronto, ON M1P 2M1",Hot Wok,Under $10,43.769328,-79.281627,0.7
Thai,"32 Weston Road
Toronto, ON M6N 5H4",Thai Express,Under $10,43.67385,-79.469816,2.4
Thai,"1734 Lawrence Avenue E
Toronto, ON M1R 2Y1",House of Wong,Above $61,43.742749,-79.308576,4.2
Thai,"18 Jane Street
Toronto, ON M6S 3Y2",ASA Sushi,$11-30,43.64977,-79.48498,3.7
Thai,"1795 Victoria Park Avenue
Toronto, ON M1R 1H5",Damas Grill House & Juice Bar,$11-30,43.742051,-79.309837,0.9
Thai,"2907 Dundas Street W
Toronto, ON M6P 1Z1",Young Thailand Restaurant,NA,43.665319,-79.466283,4.2
